loss,accuracy,val_loss,val_accuracy,lr
0.8451566696166992,0.47727271914482117,14.236908912658691,0.3478260934352875,0.001
0.31157147884368896,0.8977272510528564,7.737555027008057,0.52173912525177,0.001
0.18819934129714966,0.8977272510528564,2.2926747798919678,0.695652186870575,0.001
0.14055156707763672,0.9659090638160706,0.6619151830673218,0.8260869383811951,0.001
0.10727722942829132,0.9772727489471436,1.4344110488891602,0.6521739363670349,0.001
0.10103630274534225,0.9659090638160706,5.698574066162109,0.6521739363670349,0.001
0.11169736832380295,0.9431818127632141,7.54715633392334,0.6521739363670349,0.001
0.058291494846343994,0.9886363744735718,5.0484938621521,0.6521739363670349,0.001
0.061789967119693756,0.9886363744735718,0.8537928462028503,0.782608687877655,0.001
0.06601980328559875,0.9772727489471436,1.959412932395935,0.6521739363670349,0.001
0.049070779234170914,0.9659090638160706,4.948390007019043,0.6521739363670349,0.001
0.05990339815616608,0.9772727489471436,11.6262788772583,0.6521739363670349,0.001
0.07418973743915558,0.9772727489471436,17.564647674560547,0.3478260934352875,0.001
0.05275166034698486,0.9886363744735718,16.745485305786133,0.21739129722118378,0.001
0.022497601807117462,1.0,20.430604934692383,0.3913043439388275,0.001
0.040510211139917374,1.0,23.8724422454834,0.3478260934352875,0.001
0.028921572491526604,0.9886363744735718,17.118106842041016,0.3478260934352875,0.001
0.01159063633531332,1.0,5.272313594818115,0.47826087474823,0.001
0.011318772099912167,1.0,2.114940881729126,0.739130437374115,0.001
0.030863624066114426,0.9772727489471436,2.1877286434173584,0.8260869383811951,0.001
0.018543701618909836,0.9886363744735718,1.9765692949295044,0.739130437374115,0.001
0.017867455258965492,1.0,4.089966297149658,0.3913043439388275,0.001
0.011527380906045437,1.0,6.786117076873779,0.3913043439388275,0.001
0.01144114788621664,1.0,8.533665657043457,0.43478259444236755,0.001
0.012519389390945435,1.0,9.688241004943848,0.3478260934352875,0.001
0.0270829014480114,0.9886363744735718,10.230648040771484,0.3478260934352875,0.001
0.017905596643686295,0.9886363744735718,13.71274185180664,0.3478260934352875,0.001
