best_model_train_loss,best_model_val_loss,best_model_train_acc,best_model_val_acc,best_model_learning_rate,best_model_nb_epoch
3.8720929296687245e-05,0.42646536231040955,1.0,0.9319728016853333,9.999999747378752e-05,588
