best_model_train_loss,best_model_val_loss,best_model_train_acc,best_model_val_acc,best_model_learning_rate,best_model_nb_epoch
3.1395116820931435e-05,0.6413507461547852,1.0,0.8846153616905212,9.999999747378752e-05,1406
