best_model_train_loss,best_model_val_loss,best_model_train_acc,best_model_val_acc,best_model_learning_rate,best_model_nb_epoch
8.932212949730456e-06,0.3695695400238037,1.0,0.9195402264595032,9.999999747378752e-05,594
