best_model_train_loss,best_model_val_loss,best_model_train_acc,best_model_val_acc,best_model_learning_rate,best_model_nb_epoch
3.153016052692692e-07,0.5659635066986084,1.0,0.9127516746520996,9.999999747378752e-05,1480
