best_model_train_loss,best_model_val_loss,best_model_train_acc,best_model_val_acc,best_model_learning_rate,best_model_nb_epoch
6.627768925682176e-06,0.39869633316993713,1.0,0.9457364082336426,9.999999747378752e-05,1254
