best_model_train_loss,best_model_val_loss,best_model_train_acc,best_model_val_acc,best_model_learning_rate,best_model_nb_epoch
7.289912446140079e-06,0.05355197563767433,1.0,0.9583333134651184,9.999999747378752e-05,592
