best_model_train_loss,best_model_val_loss,best_model_train_acc,best_model_val_acc,best_model_learning_rate,best_model_nb_epoch
2.7188136300537735e-05,0.6132532954216003,1.0,0.9166666865348816,9.999999747378752e-05,547
