best_model_train_loss,best_model_val_loss,best_model_train_acc,best_model_val_acc,best_model_learning_rate,best_model_nb_epoch
8.38257165014511e-06,0.0010762347374111414,1.0,1.0,9.999999747378752e-05,1477
