best_model_train_loss,best_model_val_loss,best_model_train_acc,best_model_val_acc,best_model_learning_rate,best_model_nb_epoch
0.0017928482266142964,0.4059511125087738,1.0,0.9124087691307068,9.999999747378752e-05,1442
