best_model_train_loss,best_model_val_loss,best_model_train_acc,best_model_val_acc,best_model_learning_rate,best_model_nb_epoch
1.6672149740770692e-06,0.537818431854248,1.0,0.874476969242096,9.999999747378752e-05,1007
