loss,accuracy,val_loss,val_accuracy,lr
0.5991025567054749,0.6961206793785095,0.5701825022697449,0.7054263353347778,0.001
0.349165678024292,0.8340517282485962,3.1144397258758545,0.6279069781303406,0.001
0.2543849050998688,0.8900862336158752,0.3065391480922699,0.8914728760719299,0.001
0.1917191743850708,0.9159482717514038,0.6389687061309814,0.7906976938247681,0.001
0.24110963940620422,0.892241358757019,0.9544869661331177,0.6124030947685242,0.001
0.16461524367332458,0.9353448152542114,0.24464085698127747,0.9147287011146545,0.001
0.12145421653985977,0.9633620977401733,0.34845492243766785,0.8837209343910217,0.001
0.05927424877882004,0.9892241358757019,0.4373878240585327,0.8372092843055725,0.001
0.05863383039832115,0.9806034564971924,0.42785370349884033,0.8604651093482971,0.001
0.07735902070999146,0.9741379022598267,0.3760446012020111,0.8604651093482971,0.001
0.08779734373092651,0.9590517282485962,0.48252809047698975,0.8682170510292053,0.001
0.05669150501489639,0.9784482717514038,0.37684953212738037,0.8604651093482971,0.001
0.07050348073244095,0.9762930870056152,0.5166767239570618,0.8449612259864807,0.001
0.060084711760282516,0.9849137663841248,0.3301641643047333,0.8604651093482971,0.001
0.037759874016046524,0.9849137663841248,0.23015128076076508,0.9069767594337463,0.001
0.03701513633131981,0.993534505367279,0.5832206010818481,0.8062015771865845,0.001
0.07017776370048523,0.9806034564971924,0.4349028170108795,0.8759689927101135,0.001
0.03065536543726921,0.9849137663841248,0.4005630910396576,0.8759689927101135,0.001
0.02925683557987213,0.9913793206214905,0.33203452825546265,0.8759689927101135,0.001
0.029779398813843727,0.9892241358757019,0.41021159291267395,0.8914728760719299,0.001
0.03705020993947983,0.9849137663841248,0.3619317412376404,0.8527131676673889,0.001
0.01872611604630947,0.993534505367279,0.3344590365886688,0.8992248177528381,0.001
0.013684244826436043,1.0,0.2196841686964035,0.9457364082336426,0.001
0.0105089470744133,0.9978448152542114,0.3549395203590393,0.8759689927101135,0.001
0.0038488348945975304,1.0,0.24945828318595886,0.8992248177528381,0.001
0.0034742800053209066,1.0,0.3437226712703705,0.9069767594337463,0.001
0.0023589436896145344,1.0,0.26471439003944397,0.8914728760719299,0.001
0.003153481287881732,1.0,0.2656537592411041,0.9147287011146545,0.001
0.02391551434993744,0.9892241358757019,0.5944104194641113,0.8759689927101135,0.001
0.06734384596347809,0.9762930870056152,0.5897670388221741,0.8372092843055725,0.001
0.03119347058236599,0.9892241358757019,0.6020611524581909,0.8604651093482971,0.001
0.021509625017642975,0.993534505367279,0.41669130325317383,0.8837209343910217,0.001
0.01628601923584938,1.0,0.7958148121833801,0.8139534592628479,0.001
0.009970320388674736,1.0,0.32840192317962646,0.9224806427955627,0.001
0.003960528410971165,1.0,0.30632537603378296,0.9069767594337463,0.001
0.0019532940350472927,1.0,0.3076368272304535,0.8992248177528381,0.001
0.0015778078231960535,1.0,0.3047226369380951,0.9069767594337463,0.001
0.0006651249132119119,1.0,0.3076273500919342,0.8992248177528381,0.001
0.001654572319239378,1.0,0.33239561319351196,0.9147287011146545,0.001
0.0010388356167823076,1.0,0.32881924510002136,0.9147287011146545,0.001
0.0024899542331695557,1.0,0.4737730026245117,0.8914728760719299,0.001
0.002730374922975898,0.9978448152542114,0.3980138897895813,0.8914728760719299,0.001
0.018732530996203423,0.9913793206214905,0.9176630973815918,0.8449612259864807,0.001
0.13244277238845825,0.954741358757019,0.5053756833076477,0.8759689927101135,0.001
0.15433219075202942,0.9612069129943848,0.37974971532821655,0.8837209343910217,0.001
0.05740351974964142,0.982758641242981,0.33254748582839966,0.8992248177528381,0.001
0.019454892724752426,0.9913793206214905,0.436891108751297,0.8604651093482971,0.001
0.005492255091667175,1.0,0.4939076900482178,0.8449612259864807,0.001
0.00469752075150609,1.0,0.22429008781909943,0.930232584476471,0.001
0.004486253019422293,1.0,0.3339124619960785,0.8992248177528381,0.001
0.003707466647028923,1.0,0.2973155677318573,0.8992248177528381,0.001
0.004792450927197933,1.0,0.39116981625556946,0.8914728760719299,0.001
0.0044513605535030365,1.0,0.44181814789772034,0.8759689927101135,0.001
0.003637549700215459,1.0,0.34798526763916016,0.8914728760719299,0.001
0.0012370008043944836,1.0,0.32679569721221924,0.9147287011146545,0.001
0.0013784209731966257,1.0,0.3661957383155823,0.9069767594337463,0.001
0.0015603619394823909,1.0,0.39317357540130615,0.8914728760719299,0.001
0.0016801732126623392,1.0,0.3834995925426483,0.8992248177528381,0.001
0.0013934471644461155,1.0,0.3427056074142456,0.9147287011146545,0.001
0.0014837958151474595,1.0,0.3579859435558319,0.9069767594337463,0.001
0.0010843839263543487,1.0,0.3668791651725769,0.9069767594337463,0.001
0.0012194651644676924,1.0,0.3322724401950836,0.9379844665527344,0.001
0.0006482704193331301,1.0,0.31686869263648987,0.9224806427955627,0.001
0.0007412854465655982,1.0,0.33095815777778625,0.9224806427955627,0.001
0.0004330481751821935,1.0,0.3202561140060425,0.9224806427955627,0.001
0.000347027467796579,1.0,0.3184591233730316,0.9224806427955627,0.001
0.00040150026325136423,1.0,0.3262016475200653,0.9224806427955627,0.001
0.0003827681648544967,1.0,0.32317033410072327,0.9224806427955627,0.001
0.00026821516803465784,1.0,0.3187582194805145,0.9224806427955627,0.001
0.0004822723858524114,1.0,0.3253639042377472,0.9224806427955627,0.001
0.00025103072402998805,1.0,0.32639405131340027,0.9224806427955627,0.001
0.0003593137953430414,1.0,0.33621498942375183,0.9224806427955627,0.001
0.00047766175703145564,1.0,0.34422823786735535,0.9069767594337463,0.001
0.0004151594184804708,1.0,0.32267794013023376,0.9147287011146545,0.001
0.0005099182017147541,1.0,0.30394113063812256,0.9224806427955627,0.001
0.0004520255606621504,1.0,0.2910032272338867,0.9224806427955627,0.001
0.0001772379910107702,1.0,0.2938065230846405,0.9224806427955627,0.001
0.00014357407053466886,1.0,0.3028056025505066,0.9069767594337463,0.001
0.0001988771400647238,1.0,0.3124222755432129,0.9147287011146545,0.001
0.00022040853218641132,1.0,0.3149608373641968,0.9224806427955627,0.001
0.0006655215984210372,1.0,0.29804059863090515,0.9069767594337463,0.001
0.026950856670737267,0.9870689511299133,0.7296128273010254,0.8372092843055725,0.001
0.06883300840854645,0.9655172228813171,0.9411796927452087,0.8449612259864807,0.001
0.09209340065717697,0.9676724076271057,0.3962375521659851,0.8837209343910217,0.001
0.0974518209695816,0.9655172228813171,0.852594256401062,0.8449612259864807,0.001
0.046022530645132065,0.9806034564971924,0.3356828987598419,0.8914728760719299,0.001
0.028460239991545677,0.9892241358757019,0.3194201588630676,0.9069767594337463,0.001
0.009633196517825127,1.0,0.21552038192749023,0.9689922332763672,0.001
0.0044904304668307304,0.9978448152542114,0.2520883083343506,0.9379844665527344,0.001
0.00363534945063293,1.0,0.2633593678474426,0.9379844665527344,0.001
0.003379108151420951,1.0,0.2893930673599243,0.9224806427955627,0.001
0.0022810795344412327,1.0,0.2954752445220947,0.9379844665527344,0.001
0.005070208106189966,0.9978448152542114,0.33997488021850586,0.8992248177528381,0.001
0.002244895324110985,1.0,0.2537020742893219,0.930232584476471,0.001
0.00296963844448328,1.0,0.28166463971138,0.930232584476471,0.001
0.0017855518963187933,1.0,0.4120446443557739,0.9069767594337463,0.001
0.0010720513528212905,1.0,0.37696945667266846,0.9069767594337463,0.001
0.0013864913489669561,1.0,0.3571321368217468,0.9224806427955627,0.001
0.0005262558115646243,1.0,0.3144863247871399,0.930232584476471,0.001
0.0028182892128825188,1.0,0.2792580723762512,0.9224806427955627,0.001
0.0006781946285627782,1.0,0.27159562706947327,0.9147287011146545,0.001
0.002094905823469162,1.0,0.5989792943000793,0.8682170510292053,0.001
0.0018282460514456034,1.0,0.2892231345176697,0.9224806427955627,0.001
0.0004623073327820748,1.0,0.28711894154548645,0.9224806427955627,0.001
0.0004218329268041998,1.0,0.2871224582195282,0.9147287011146545,0.001
0.0005167178460396826,1.0,0.3101598024368286,0.9379844665527344,0.001
0.0014257626608014107,1.0,0.34376633167266846,0.9224806427955627,0.001
0.0024986432399600744,1.0,0.3505798876285553,0.9147287011146545,0.001
0.0006438475102186203,1.0,0.34760087728500366,0.9379844665527344,0.001
0.0019023454515263438,1.0,0.44073736667633057,0.9069767594337463,0.001
0.0017546467715874314,1.0,0.30869001150131226,0.9224806427955627,0.001
0.0018227787222713232,1.0,0.30401313304901123,0.9147287011146545,0.001
0.0002299398329341784,1.0,0.31847140192985535,0.9379844665527344,0.001
0.0023970867041498423,1.0,0.31609705090522766,0.930232584476471,0.001
0.02489444985985756,0.993534505367279,0.49187174439430237,0.8682170510292053,0.001
0.05876173824071884,0.9806034564971924,0.37414705753326416,0.8992248177528381,0.001
0.08393912017345428,0.9655172228813171,0.5856295824050903,0.8449612259864807,0.001
0.05076175555586815,0.9806034564971924,0.5642738342285156,0.8372092843055725,0.001
0.017820000648498535,0.9978448152542114,0.7389611601829529,0.8062015771865845,0.001
0.012128034606575966,0.9956896305084229,0.7871896028518677,0.7829457521438599,0.001
0.018559012562036514,0.993534505367279,0.2728840112686157,0.9147287011146545,0.001
0.020322415977716446,0.9892241358757019,0.2796074450016022,0.9457364082336426,0.001
0.02951136603951454,0.9870689511299133,0.5961130261421204,0.8682170510292053,0.001
0.015454092994332314,0.993534505367279,0.38141748309135437,0.9224806427955627,0.001
0.0032059457153081894,1.0,0.3423748016357422,0.9224806427955627,0.001
0.007281468249857426,0.9978448152542114,0.29645681381225586,0.9379844665527344,0.001
0.009537279605865479,0.9978448152542114,0.4502246677875519,0.8992248177528381,0.001
0.018329568207263947,0.9892241358757019,0.3490605652332306,0.9224806427955627,0.001
0.016734564676880836,0.993534505367279,0.2743276357650757,0.930232584476471,0.0005
0.0061240047216415405,0.9978448152542114,0.32338079810142517,0.9379844665527344,0.0005
0.007439805194735527,0.9978448152542114,0.29481378197669983,0.9379844665527344,0.0005
0.0009513307013548911,1.0,0.3059978187084198,0.930232584476471,0.0005
0.0006356736994348466,1.0,0.31579434871673584,0.9224806427955627,0.0005
0.0018140699248760939,1.0,0.3184657692909241,0.930232584476471,0.0005
0.0007799304439686239,1.0,0.30712705850601196,0.930232584476471,0.0005
0.00025615861522965133,1.0,0.30490079522132874,0.9224806427955627,0.0005
0.0009471201337873936,1.0,0.3152214586734772,0.9224806427955627,0.0005
0.00025950666167773306,1.0,0.31556516885757446,0.9224806427955627,0.0005
0.0002858498482964933,1.0,0.32191747426986694,0.9224806427955627,0.0005
0.0005615544505417347,1.0,0.3371908366680145,0.9147287011146545,0.0005
0.0003445991897024214,1.0,0.3346179723739624,0.9147287011146545,0.0005
0.0006248364807106555,1.0,0.3302769064903259,0.9224806427955627,0.0005
