best_model_train_loss,best_model_val_loss,best_model_train_acc,best_model_val_acc,best_model_learning_rate,best_model_nb_epoch
3.693872258736519e-06,0.41307002305984497,1.0,0.9379844665527344,9.999999747378752e-05,1452
