best_model_train_loss,best_model_val_loss,best_model_train_acc,best_model_val_acc,best_model_learning_rate,best_model_nb_epoch
5.839627192472108e-06,0.451796293258667,1.0,0.9224806427955627,9.999999747378752e-05,1131
